Household,Neighbourhood,Village,GP,Local,template
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಶಹಾಪುರ ತಾಲೂಕಿನ ಚಟ್ನಳ್ಳಿ, ಡೋರ್ನಳ್ಳಿ, ಹಯ್ಯಲ್ ಬಿ, ಗುಲ್ಸಾರಂ, ಮತ್ತು ಹಲಗೇರಾ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಗಳ 16 ಸಂಖ್ಯೆಗಳಿಗೆ ನೀರು ಸರಬರಾಜು ಸಂಪರ್ಕವನ್ನು ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಯಾದಗಿರಿ ಜಿಲ್ಲೆಯ ಶಹಾಪುರ ತಾಲೂಕಿನ ದೋಹರನಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ದೋಹರನಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 320000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕೂಡ್ಲಿಗಿ ಟಕ್ವಿಯ ಚಂದ್ರಶೇಖರಪುರ ಗ್ರಾಮಕ್ಕೆ ಪಿಡಬ್ಲ್ಯೂಎಸ್ ಪುನರುಜ್ಜೀವನ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬಳ್ಳಾರಿ ಜಿಲ್ಲೆಯ ನಾನ್ ತಾಲೂಕಿನ ರಾಮದುರ್ಗ ಗ್ರಾಮ ಪಂಚಾಯತಿಯ ಚಂದ್ರಶೇಖರಪುರ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. nan. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಅಫಜಲಪುರ ತಾಲೂಕಿನ ಗುಡೂರ್ ಗ್ರಾಮಕ್ಕೆ ನೀರು ಸರಬರಾಜು ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಅಫಜಲಪುರ ತಾಲೂಕಿನ ಗುಡೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಗುಡೂರು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,0,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಗೋಕಾಕ ತಾಲೂಕಿನ ದುರದುಂಡಿ ಗ್ರಾಮದ ಸತ್ತಿಗೇರಿ ತೋಟಕ್ಕೆ 214 FHTC ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಗೋಕಾಕ ತಾಲೂಕಿನ ದುರದುಂಡಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ದುರದುಂಡಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 2740000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕುಂದಗೋಳ ತಾಲೂಕಿನ ಪಿಡಬ್ಲ್ಯೂಎಸ್ಎಸ್ ಕೊಡ್ಲಿವಾಡ ಗ್ರಾಮದ ಪುನರುಜ್ಜೀವನ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಧಾರವಾಡ ಜಿಲ್ಲೆಯ ಕುಂದಗೋಳ ತಾಲೂಕಿನ ಸೌಂಶಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಸೌಂಶಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,1,0,1,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಮುಂಗ್ನಾಲ್‌ನ ಎಸ್‌ಟಿ ವಾರ್ಡ್‌ನಲ್ಲಿ ವಾರ್ಡ್ ಸಂಖ್ಯೆ 2 ರಲ್ಲಿ ಮುಖ್ಯ ರಸ್ತೆಯ ಬಳಿ ಸಿಸ್ಟ್ರೆನ್ ಅನ್ನು ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಔರಾದ್ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯತ್ ಬೆಲ್ಕೋಣಿ (ಚ) ಮಹಾದೊಂಗಾವ್ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 42000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಎಚ್‌ಡಿಕೋಟೆ ತಾಲೂಕಿನ ವಿಶ್ವಕರ್ಮ ಕಾಲೋನಿ ಗ್ರಾಮದ ಅಂಗನವಾಡಿಗೆ ನೀರು ಸರಬರಾಜು ಸೌಲಭ್ಯವನ್ನು ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಮೈಸೂರು ಜಿಲ್ಲೆಯ ಹೆಗ್ಗಡದೇವನಕೋಟೆ ತಾಲೂಕಿನ ಭೀಮನಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ವಿಶ್ವಕರ್ಮ ಕಾಲೋನಿಯಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 75000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,1,0,1,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಚಾಮರಾಜನಗರ ತಾಲೂಕಿನ ಕಾಳನಹುಂಡಿ ಗ್ರಾಮದ ಹೆಗ್ಗೋಟಾರ ರಸ್ತೆಯ ಬೋರ್‌ನಿಂದ MWS ಯೋಜನೆಯ ಎಸ್‌ಡಿಪಿ ಸಿಎನ್‌ಆರ್ ಪುನರುಜ್ಜೀವನ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಾಮರಾಜನಗರ ಜಿಲ್ಲೆಯ ಚಾಮರಾಜನಗರ ತಾಲೂಕಿನ ನಂಜೆದೇವನಪುರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕಾಳನಹುಂಡಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 395000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬೈಪಾಸ್ ರಸ್ತೆಯಲ್ಲಿನ 2 ಸಂಖ್ಯೆಗಳ ಬೋರ್‌ವೆಲ್ ಫ್ಲಶಿಂಗ್ ಮತ್ತು ಶಾನವಾಸಪುರ ಗ್ರಾಮದ ಹೊಸ ಗ್ರಾಮ ಮತ್ತು ಸಿರಿಗೇರಿ ಕ್ರಾಸ್‌ನಲ್ಲಿ ಕೊಂಚಿಗೇರಿ ರಸ್ತೆಯಲ್ಲಿರುವ ಬೋರ್‌ವೆಲ್ ಫ್ಲಶಿಂಗ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬಳ್ಳಾರಿ ಜಿಲ್ಲೆಯ ಸಿರುಗುಪ್ಪ ತಾಲೂಕಿನ ಸನವಾಸಪುರ ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ಶಾನವಾಸಪುರ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 60000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಔರಾದ್ ತಾಲೂಕಿನ ಚಿರ್ಕಿ ತಾಂಡಾದಲ್ಲಿ MWS ಯೋಜನೆಗೆ ವರ್ಧನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಔರಾದ್ ತಾಲೂಕಿನ ಚಿಮ್ಮೆಗಾಂವ್ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಚಿಮ್ಮೆಗಾಂವ್ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1000000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,0,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕೋನದಾಸಪುರ ಗ್ರಾಮ ದೊಡ್ಡ ಬನಹಳ್ಳಿ ಜಿ.ಪಿ.ಬಂಗ್ ಪೂರ್ವದಲ್ಲಿ ಶಿವಮ್ಮ ಮನೆಯಿಂದ ಪಿಳ್ಳಮ್ಮ ಮನೆವರೆಗೆ ಆರ್‌ಸಿಸಿ ಚರಂಡಿ ನಿರ್ಮಾಣ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಂಗಳೂರು ಜಿಲ್ಲೆಯ ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲೂಕಿನ ದೊಡ್ಡಬನಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕೋನದಾಸಪುರ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 400000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಔರಾದ್ ತಾಲೂಕಿನ ಸೋನಲ್ವಾಡಿ ಗ್ರಾಮದಲ್ಲಿ ಬೋರ್ವೆಲ್ ಕೊರೆಯುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಔರಾದ್ ತಾಲೂಕಿನ ಸೋನಾಳ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಸೋನಲ್ವಾಡಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 90000.0. ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
1,0,0,1,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹೌರೆಡೆ ಮನೆಗಳಿಂದ ಕವಲ್ಗಾ ಬಿ ಯಡ್ರಾಮಿ ಮನೆವರೆಗೆ ಸಿಸಿ ರಸ್ತೆ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಕಲಬುರಗಿ ತಾಲೂಕಿನ ಕವಲಗಾ (ಬಿ) ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕವಲಗಾ (ಬಿ) ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಎಸ್‌ಸಿ ಕಾಲೋನಿಯಲ್ಲಿರುವ ಕುಣಿಮೆಳ್ಳಿಹಳ್ಳಿ ಗ್ರಾಮದ ಶಾಲಾ ಕಟ್ಟಡಕ್ಕೆ ನೀರು ಸರಬರಾಜು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಹಾವೇರಿ ಜಿಲ್ಲೆಯ ಸವಣೂರು ತಾಲೂಕಿನ ಕುಣಿಮೆಳ್ಳಿಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕುಣಿಮೆಳ್ಳಿಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 95000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,0,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು MVS ಮೂಲಕ BG ಪುರ ಮತ್ತು ಇತರ 56 ಹಳ್ಳಿಗಳಿಗೆ (75 LPCD) MVS ಮೂಲಕ MVS ಮೂಲಕ BUSEGOWDANADODDI ಆವಾಸಸ್ಥಾನವಾದ ನಾಗೇಗೌಡನದಡ್ಡಿ ಗ್ರಾಮದಲ್ಲಿ 71 HH ಗೆ FHTC ಅನ್ನು ಒದಗಿಸುವುದು ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಜಿಲ್ಲೆಯ ನಾನ್ ತಾಲೂಕಿನ ನಾನ್ ಗ್ರಾಮ ಪಂಚಾಯತ್ ನ ವಡ್ಡರಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. nan. ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕಲ್ಲಬಾಳು ಜಿ.ಪಂ. ಆನೇಕಲ್ ತಾಲೂಕಿನ ಕಲ್ಲಬಾಳು ಕೆರೆಗೆ ಸುಧಾರಣೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಂಗಳೂರು ಜಿಲ್ಲೆಯ ಆನೇಕಲ್ ತಾಲೂಕಿನ ಕಲ್ಲುಬಾಳು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕಲ್ಲುಬಾಳು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 90000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಅಥಣಿ ತಾಲೂಕಿನ ಕೋಹಳ್ಳಿ ಗ್ರಾಮದ ಮೂಲ ಕುರಣೆ ವಸ್ತಿಗಾಗಿ TFC130315 ಬೋರ್‌ವೆಲ್ ಕೊರೆಯುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಅತ್ನಿ ತಾಲೂಕಿನ ಕೋಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ಕೋಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 66500.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,1,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ಶೋರಾಪುರ ತಾಲೂಕಿನ ವಾಗಂಗೇರಾ ಗ್ರಾಮದ ಮಸೀದಿ ಯಂಕಪ್ಪ ಗೌಡ ಮನೆ ಬಳಿ ಕೈಪಂಪ್‌ನೊಂದಿಗೆ ಬೋರ್‌ವೆಲ್‌ ಮುಳುಗಡೆ ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಯಾದಗಿರಿ ಜಿಲ್ಲೆಯ ಸುರಪುರ ತಾಲೂಕಿನ ವಾಗಂಗೇರಾ ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ವಾಗಂಗೇರಾ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 90000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹೊಳಲ್ಕೆರೆ ತಾಲೂಕಿನ ಗಂಜಿಗಟ್ಟೆ.ಎಲ್.ಹಟ್ಟಿ ಗ್ರಾಮಕ್ಕೆ ಶಾಲಾ ನೀರು ಸರಬರಾಜು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಿತ್ರದುರ್ಗ ಜಿಲ್ಲೆಯ ಹೊಳಲ್ಕೆರೆ ತಾಲೂಕಿನ ಅಂದನೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಗಂಜಿಗಟ್ಟೆ ಲಂಬಾಣಿಹಟ್ಟಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಗದಗ ತಾಲೂಕಿನ ಕಳಸಾಪುರ-1ನೇ ಪಾಯಿಂಟ್ ಗ್ರಾಮದಲ್ಲಿ 165 ಎಂಎಂ ಡಯಾ ಬೋರ್ ವೆಲ್ ಮುಳುಗಡೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಗದಗ ಜಿಲ್ಲೆಯ ಗದಗ ತಾಲೂಕಿನ ಕಳಸಾಪುರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕಳಸಾಪುರ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 79855.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಇಂಡ್ಲವಾಡಿ ಗ್ರಾ.ಪಂ.ನ ಕಾಡುಜಕ್ಕನಹಳ್ಳಿಯಲ್ಲಿ ಸಿಸಿ ರಸ್ತೆ ಕಾಮಗಾರಿಯ ಘಟಕ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಂಗಳೂರು ಜಿಲ್ಲೆಯ ಆನೇಕಲ್ ತಾಲೂಕಿನ ಇಂಡ್ಲವಾಡಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕಾಡುಚಿಕ್ಕನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1000000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
