Household,Neighbourhood,Village,GP,Local,template
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಗೋರ್ಟಾ(B) ನಲ್ಲಿ ANM ಕ್ವಾರ್ಟರ್ಸ್ ಕಟ್ಟಡಕ್ಕೆ ಕಾಂಪೌಂಡ್ ಗೋಡೆಯ ನಿರ್ಮಾಣ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಬಸವಕಲ್ಯಾಣ ತಾಲೂಕಿನಲ್ಲಿರುವ ಗ್ರಾಮ ಪಂಚಾಯತ್ ಗೋರ್ತಾ (ಬಿ) ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 200000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕಣ್ಣೂರಿನಿಂದ ಸಿಂಧನೂರು Tq ನಲ್ಲಿ ಹಂಪನಾಳ್ ಗ್ರಾಮಕ್ಕೆ ರಸ್ತೆಯ ರಚನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ಸಿಂಧನೂರು ತಾಲೂಕಿನ ಕೊಳಬಾಳ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕಣ್ಣೂರು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 5000000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 3 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕಲಬುರಗಿ ತಾಲೂಕಿನ ಮರಗುತ್ತಿ ಗ್ರಾಮದಲ್ಲಿರುವ ಮಾದಾರ ಸಮುದಾಯ ಭವನಕ್ಕೆ ವಾಟರ್ ಪ್ರೂಫಿಂಗ್ ಫ್ಲೋರಿಂಗ್ ಮತ್ತು ಪೇಂಟಿಂಗ್ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಕಲಬುರಗಿ ತಾಲೂಕಿನ ಮರಗುತ್ತಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಮರಗುತ್ತಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 119000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕಾಂಟಿಜೆನ್ಸಿ_2020-21 ತಾಳಿಕೋಟಿ ತಾಲೂಕಿನ ಕಲಕೇರಿ ಗ್ರಾಮದ ಇಂಟರ್ ಮೀಡಿಯಟ್ ಸಂಪ್ (ತಿಳಗುಳ ರಸ್ತೆ ಬದಿ) ಬಳಿ ಬೋರ್‌ವೆಲ್ ಕೊರೆಯುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ವಿಜಯಪುರ ಜಿಲ್ಲೆಯ ಸಿಂದಗಿ ತಾಲೂಕಿನ ಕಲಕೇರಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕಲಕೇರಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 125000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಚಿಕೋಡಿ ತಾಲೂಕಿನ ಧೂಳಗನವಾಡಿ ಗ್ರಾಮದಲ್ಲಿ ಹಳೆಯ ಸೊಸೈಟಿ ಬಳಿ ಬೋರ್ ವೆಲ್ ಕೊರೆಯುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಚಿಕ್ಕೋಡಿ ತಾಲೂಕಿನ ನೈಂಗಲಾಜೆ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ನೈಂಗಲಾಜೆ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬೈಲ್ದಕೆರೆ ವಸತಿ ಬೈಲದಕೆರೆ ಗ್ರಾಮದಲ್ಲಿ ಕಸಘಟ್ಟಪುರ ಜಿಪಿ ಯಲಹಂಕ ತಾಲೂಕಿನಲ್ಲಿ ಬೋರ್‌ವೆಲ್ ಕೊರೆಯುವುದು ಮತ್ತು ಪಂಪ್ ಮೋಟರ್ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಂಗಳೂರು ಜಿಲ್ಲೆಯ ನಾನ್ ತಾಲೂಕಿನಲ್ಲಿರುವ ಕಸಗಟ್ಟ ಪುರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬೈಲಕೆರೆ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. nan. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""CEO24042020 ಆಲೂರು ತಾಲೂಕಿನ ಹುಣಸವಳ್ಳಿ GP ಗ್ರಾಮದಲ್ಲಿ ಬಂಡಿತಿಮ್ಮನಹಳ್ಳಿ MWS ಯೋಜನೆಗೆ ಬೋರ್‌ವೆಲ್ ಒದಗಿಸುವುದು ಮತ್ತು ಮುಳುಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಹಾಸನ ಜಿಲ್ಲೆಯ ಆಲೂರು ತಾಲೂಕಿನ ಹುಣಸವಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬಂಡಿತಿಮ್ಮನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 90000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಶೋರಾಪುರ Tq ನಲ್ಲಿನ ಕನ್ನಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಕೈ ಪಂಪ್‌ನೊಂದಿಗೆ ಹೊಸ 165mm ಡಯಾ ಬೋರ್‌ವೆಲ್‌ನ ಸುರ್ -32 ಮುಳುಗುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಯಾದಗಿರಿ ಜಿಲ್ಲೆಯ ಸುರಪುರ ತಾಲೂಕಿನ ಬೈಚಬಾಳ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕನ್ನಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 75000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಎಡಗೂರು ಜಿ.ಪಿ.ಯ ಕುರುಬರಹಟ್ಟಿ ಗ್ರಾಮದ ಬೋರ್‌ವೆಲ್‌ ಆಳಗೊಳಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ತುಮಕೂರು ಜಿಲ್ಲೆಯ ಗುಬ್ಬಿ ತಾಲೂಕಿನ ಎಡಗೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ನಾರನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 72000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹೊಕ್ರಾನಾ ಜಿಪಿಯಲ್ಲಿನ ಬವಲ್ಗಾಂವ್ ಗ್ರಾಮದಲ್ಲಿ ಬೀದಿ ದೀಪಗಳನ್ನು ಸರಿಪಡಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಔರಾದ್ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯತ್ ಹೊಕ್ರಾನದ ಬಾವಲಗಾಂವ್ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 49000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಶ್ರೀನಿವಾಸಪುರ ತಾಲೂಕಿನ ಯರ್ರಂವಾರಿಪಲ್ಲಿ ಗ್ರಾ.ಪಂ.ನ ಸಂಕಂವಾರಿಪಲ್ಲಿ-2 ಗ್ರಾಮದಲ್ಲಿ ಬೋರ್‌ವೆಲ್‌ ಮುಳುಗಡೆಯಾಗಿದೆ ಎಂದು ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕೋಲಾರ ಜಿಲ್ಲೆಯ ಶ್ರೀನಿವಾಸಪುರ ತಾಲೂಕಿನ ಯರ್ರಂವಾರಿಪಲ್ಲಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಸನಕಂವಾರಿಪಲ್ಲಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 129700.0. ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕೊಟ್ಟಾ ಇನ್ ಸಿರಾ ಟಿಕ್ಯೂಗೆ ಡಬ್ಲ್ಯೂಪಿಪಿ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ತುಮಕೂರು ಜಿಲ್ಲೆಯ ಸಿರಾ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ಕೊಟ್ಟಾ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1000000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಜಗಳೂರು ತಾಲೂಕಿನ ದೊಡ್ಡಬೊಮ್ಮನಹಳ್ಳಿ ಗ್ರಾಮದ ಜಿಎಚ್‌ಪಿಎಸ್‌ಗೆ ನೀರು ಸರಬರಾಜು ಸೌಲಭ್ಯವನ್ನು ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ದಾವಣಗೆರೆ ಜಿಲ್ಲೆಯ ನಾನ್ ತಾಲೂಕಿನ ಅಣಬೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ದೊಡ್ಡಬೊಮ್ಮನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. nan. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ಹುಬ್ಬಳ್ಳಿ ತಾಲೂಕಿನ ಕಂಪ್ಲಿಕೊಪ್ಪ ಗ್ರಾಮದಲ್ಲಿ ಬೋರ್‌ವೆಲ್‌ ಕೊರೆಯಲಾಗುತ್ತಿದೆ. ಇದು ಧಾರವಾಡ ಜಿಲ್ಲೆಯ ತಾಲೂಕಿನ ನಾನ್‌ನ ವರೂರು ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ಕಂಪ್ಲಿಕೊಪ್ಪ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. nan. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹೊಸಪೇಟೆ Tq ನ ಹಂಪದೇವನಹಳ್ಳಿಯಲ್ಲಿ ನೀರು ಶುದ್ಧೀಕರಣ ಘಟಕದ ನಿರ್ಮಾಣ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬಳ್ಳಾರಿ ಜಿಲ್ಲೆಯ ನಾನ್ ತಾಲೂಕಿನ ಹಂಪದೇವನಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಹಂಪದೇವನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. nan. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಜಗಳೂರು ತಾಲೂಕಿನ ಬಿಸ್ತುವಳ್ಳಿ ಗ್ರಾಮದ ಬೋರ್‌ವೆಲ್‌ ಮುಳುಗಡೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ದಾವಣಗೆರೆ ಜಿಲ್ಲೆಯ ಜಗಳೂರು ತಾಲೂಕಿನ ಬಿಸ್ತುವಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬಿಸ್ತುವಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 84000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಚಾಮರಾಜನಗರ ತಾಲೂಕಿನ ಯರಗನಹಳ್ಳಿ ಗ್ರಾಮದ GHPS ನಲ್ಲಿ pws ಶಾಲಾ ನೀರು ಸರಬರಾಜು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಾಮರಾಜನಗರ ಜಿಲ್ಲೆಯ ಚಾಮರಾಜನಗರ ತಾಲೂಕಿನ ಯರಗನಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಯರಗನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 200000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಚಿತ್ತಾಪುರ ತಾಲೂಕಿನ ಭೀಮನಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿರುವ ಸರಕಾರಿ ಪ್ರೌಢಶಾಲೆಯ ದುರಸ್ತಿಗೆ ಅಂದಾಜು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಚಿತ್ತಾಪುರ ತಾಲೂಕಿನ ಭೀಮನಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಭೀಮನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಸಾತಲಗಾಂವ್‌ನಿಂದ ಇಂಗಳಗಿಯವರೆಗಿನ ರಸ್ತೆಯ ಸುಧಾರಣೆಗಳು ಸಾತಲಗಾಂವ ಪಿಐ ಗ್ರಾಮದ ಹತ್ತಿರ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ವಿಜಯಪುರ ಜಿಲ್ಲೆಯ ಇಂಡಿ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯತ್ ನಡ್ ಕೆಡಿ ಗ್ರಾಮದ ಸಾತಲಗಾವ್ ಪೈ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,1,0,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹಿರಿಯೂರು ತಾಲೂಕಿನ ಮಾರಮ್ಮ ದೇವಸ್ಥಾನದ ಗ್ರಾಮದ ಬಳಿ ಇರುವ ದಹರಾಂಪುರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ @ ಅರಳೀಕೆರೆ ಗ್ರಾಮದಲ್ಲಿ ಹ್ಯಾಂಡ್ ಪಂಪ್ ಫಿಕ್ಸಿಂಗ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಿತ್ರದುರ್ಗ ಜಿಲ್ಲೆಯ ಹಿರಿಯೂರು ತಾಲೂಕಿನ ಧರ್ಮಪುರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಅರಳಿಕೆರೆ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 33000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕಡೂರಿನ ಗ್ರಾ.ಪಂ.ನ ದೇವನೂರು ಗಣಪತಿಹಳ್ಳಿ ಗ್ರಾಮಕ್ಕೆ ರೆಬೋರ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಿಕ್ಕಮಗಳೂರು ಜಿಲ್ಲೆಯ ಕಡೂರು ತಾಲೂಕಿನ ದೇವನೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ದೇವನೂರು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 40000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 2 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
